name,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,Best Time(s),Best Time(ms),Best Config,,part1,part2,part1-bclt,part2-bclt,bclt,part1-mathsat,part2-mathsat,mathsat,par1-z3,part2-z3,z3
Ex03.c,part1-1-1-z3,395,part1-1-1-mathsat,364,part1-1-2-z3,1265,part1-1-2-mathsat,269,part1-1-3-z3,34846,part1-1-3-mathsat,418,part1-2-1-z3,2813,part1-2-1-mathsat,325,part1-2-2-mathsat,2076,part1-2-3-mathsat,50738,part1-3-1-z3,16312,part1-3-1-mathsat,342,part1-3-2-mathsat,13830,part2-1-1-bclt,5260,part2-1-1-z3,5179,part2-1-1-mathsat,5228,part2-1-2-z3,13038,part2-1-2-mathsat,5285,part2-1-3-bclt,5976,part2-2-1-bclt,5571,part2-2-1-z3,5921,part2-2-1-mathsat,5402,part2-2-2-mathsat,5917,part2-3-1-bclt,9136,part2-3-1-z3,6571,part2-3-1-mathsat,5659,part2-3-2-mathsat,7613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,269,part1-1-2-mathsat,linear,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ex04.c,part1-1-1-bclt,200,part1-1-1-z3,223,part1-1-1-mathsat,206,part1-1-2-bclt,196,part1-1-2-z3,328,part1-1-2-mathsat,212,part1-1-3-bclt,226,part1-1-3-z3,773,part1-1-3-mathsat,242,part1-2-1-bclt,202,part1-2-1-z3,363,part1-2-1-mathsat,227,part1-2-2-bclt,221,part1-2-2-z3,1958,part1-2-2-mathsat,295,part1-2-3-bclt,730,part1-2-3-mathsat,954,part1-3-1-bclt,360,part1-3-1-z3,3021,part1-3-1-mathsat,986,part1-3-2-bclt,442,part1-3-2-mathsat,2762,part1-3-3-bclt,4953,part2-1-1-bclt,4811,part2-1-1-z3,4504,part2-1-1-mathsat,4413,part2-1-2-z3,5425,part2-2-1-bclt,5877,part2-2-1-z3,6089,part2-2-1-mathsat,6248,part2-2-2-bclt,6576,part2-3-1-bclt,4706,part2-3-1-z3,4947,part2-3-1-mathsat,4820,,,,,,,,,,,,,,,,,0.196,196,part1-1-2-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ex05.c,part1-1-1-bclt,222,part1-1-1-z3,319,part1-1-1-mathsat,236,part1-1-2-bclt,260,part1-1-2-z3,406,part1-1-2-mathsat,195,part1-1-3-bclt,253,part1-1-3-z3,619,part1-1-3-mathsat,258,part1-2-1-bclt,228,part1-2-1-z3,309,part1-2-1-mathsat,235,part1-2-2-bclt,191,part1-2-2-z3,617,part1-2-2-mathsat,231,part1-2-3-bclt,338,part1-2-3-mathsat,363,part1-3-1-bclt,208,part1-3-1-z3,245,part1-3-1-mathsat,177,part1-3-2-bclt,321,part1-3-2-z3,5896,part1-3-2-mathsat,316,part1-3-3-bclt,708,part1-3-3-mathsat,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177,177,part1-3-1-mathsat,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Ex06.c,part1-2-1-bclt,254,part1-2-1-z3,1690,part1-2-1-mathsat,270,part1-2-2-bclt,446,part1-2-2-mathsat,531,part1-2-3-bclt,8831,part1-3-1-bclt,303,part1-3-1-z3,27966,part1-3-1-mathsat,344,part1-3-2-bclt,1710,part1-3-2-mathsat,5684,part2-1-2-bclt,5340,part2-1-2-z3,7660,part2-1-3-bclt,6170,part2-2-2-bclt,5672,part2-2-3-bclt,19656,part2-3-2-bclt,7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,254,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Ex07.c,part1-1-1-bclt,233,part1-1-1-z3,239,part1-1-1-mathsat,242,part1-1-2-bclt,253,part1-1-2-z3,545,part1-1-2-mathsat,250,part1-1-3-bclt,269,part1-1-3-z3,28996,part1-1-3-mathsat,410,part1-2-1-bclt,226,part1-2-1-z3,523,part1-2-1-mathsat,236,part1-2-2-bclt,465,part1-2-2-mathsat,1053,part1-2-3-bclt,6383,part1-3-1-bclt,351,part1-3-1-z3,7618,part1-3-1-mathsat,370,part1-3-2-bclt,1336,part1-3-2-mathsat,1727,part2-1-1-bclt,5357,part2-1-1-z3,5145,part2-1-1-mathsat,4704,part2-1-2-bclt,4886,part2-1-2-z3,5778,part2-2-1-z3,4822,part2-2-1-mathsat,4927,part2-3-1-z3,5428,part2-3-1-mathsat,5121,,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,226,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Ex08.c,part1-1-1-bclt,448,part1-1-1-z3,5307,part1-1-1-mathsat,501,part1-1-2-bclt,661,part1-1-2-mathsat,1862,part1-1-3-bclt,2291,part1-2-1-bclt,663,part1-2-1-mathsat,1910,part1-3-1-bclt,1838,part2-1-1-mathsat,6119,part2-1-3-bclt,38947,part2-2-1-bclt,6387,part2-2-1-mathsat,8774,part2-3-1-bclt,7477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,448,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Fibonacci.c,part1-3-1-bclt,765,part1-3-1-mathsat,3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,765,part1-3-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Flip.c,part1-2-1-bclt,758,part1-2-2-bclt,13274,part1-3-1-bclt,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758,758,part1-2-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Flip2.c,part1-2-2-mathsat,9302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.302,9302,part1-2-2-mathsat,linear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Gauss.c,part1-1-1-bclt,232,part1-1-1-z3,298,part1-1-1-mathsat,228,part1-1-2-bclt,238,part1-1-2-z3,691,part1-1-2-mathsat,394,part1-1-3-bclt,338,part1-1-3-z3,23211,part1-1-3-mathsat,802,part1-2-1-bclt,240,part1-2-1-z3,466,part1-2-1-mathsat,2326,part1-2-2-bclt,979,part1-2-3-bclt,7471,part1-2-3-mathsat,56270,part1-3-1-bclt,286,part1-3-1-z3,20212,part1-3-2-bclt,2238,part2-1-1-bclt,5726,part2-1-1-z3,5660,part2-1-1-mathsat,5990,part2-1-2-bclt,6019,part2-1-2-z3,15301,part2-1-3-bclt,7020,part2-2-1-bclt,5707,part2-2-1-z3,6345,part2-2-2-bclt,6199,part2-2-3-bclt,18435,part2-3-1-bclt,6055,part2-3-1-z3,6301,part2-3-1-mathsat,13930,part2-3-2-bclt,8566,,,,,,,,,,,,,,,,,,,,,0.228,228,part1-1-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
GCD.c,part1-2-1-bclt,1199,part1-2-1-mathsat,3947,part1-2-2-bclt,23474,part1-3-1-bclt,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199,1199,part1-2-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
GCD2.c,part1-2-1-bclt,1248,part1-2-1-mathsat,42157,part1-2-2-bclt,57313,part1-3-1-bclt,49178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.248,1248,part1-2-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Hanoi_2vars_false-termination.c,part1-2-1-bclt,272,part1-2-1-z3,1253,part1-2-1-mathsat,493,part1-2-2-bclt,458,part1-2-2-z3,26968,part1-2-2-mathsat,1176,part1-2-3-bclt,4610,part1-2-3-mathsat,7442,part1-3-1-bclt,351,part1-3-1-z3,16887,part1-3-1-mathsat,1486,part1-3-2-bclt,1118,part1-3-2-mathsat,53870,part1-3-3-bclt,55148,part2-1-2-bclt,7244,part2-1-2-z3,20311,part2-1-2-mathsat,6740,part2-1-3-bclt,6597,part2-1-3-z3,10608,part2-2-2-bclt,9137,part2-2-2-mathsat,12112,part2-2-3-bclt,16243,part2-3-2-bclt,9840,part2-3-2-mathsat,33044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,272,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Hanoi_3vars_false-termination.c,part1-3-1-bclt,5406,part1-3-1-mathsat,4117,part1-3-2-bclt,9978,part1-3-2-mathsat,30477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.117,4117,part1-3-1-mathsat,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Hanoi_plus_false-termination.c,part1-3-1-bclt,1877,part1-3-1-mathsat,1839,part1-3-2-bclt,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.839,1839,part1-3-1-mathsat,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Lcm.c,part1-2-2-bclt,25534,part1-2-2-mathsat,3038,part1-3-1-bclt,1531,part1-3-1-z3,30690,part1-3-1-mathsat,772,part2-1-2-bclt,9000,part2-1-3-bclt,10188,part2-2-2-bclt,24771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.772,772,part1-3-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
LeikeHeizmann-WST2014-Ex5_false-termination.c,part1-2-1-z3,19549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.549,19549,part1-2-1-z3,linear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
LeikeHeizmann-WST2014-Ex6_false-termination.c,part1-2-1-bclt,249,part1-2-1-z3,12056,part1-2-1-mathsat,324,part1-2-2-bclt,427,part1-2-2-z3,32366,part1-2-2-mathsat,511,part1-2-3-bclt,4399,part1-2-3-mathsat,10038,part1-3-1-bclt,284,part1-3-1-mathsat,780,part1-3-2-bclt,2140,part1-3-2-mathsat,7660,part1-3-3-bclt,36319,part2-1-2-bclt,5936,part2-1-3-bclt,6661,part2-2-2-bclt,7773,part2-2-2-z3,7151,part2-2-3-bclt,18280,part2-3-2-bclt,9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249,249,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Loop.c,part1-1-1-bclt,261,part1-1-1-z3,350,part1-1-1-mathsat,260,part1-1-2-bclt,279,part1-1-2-z3,660,part1-1-2-mathsat,281,part1-1-3-bclt,360,part1-1-3-z3,7346,part1-1-3-mathsat,322,part1-2-1-bclt,257,part1-2-1-z3,1064,part1-2-1-mathsat,267,part1-2-2-bclt,624,part1-2-2-z3,38089,part1-2-2-mathsat,528,part1-2-3-bclt,9611,part1-2-3-mathsat,6820,part1-3-1-bclt,513,part1-3-1-z3,12668,part1-3-1-mathsat,260,part1-3-2-bclt,2338,part1-3-2-mathsat,1323,part2-1-1-bclt,4622,part2-1-1-mathsat,4760,part2-1-2-bclt,5196,part2-1-2-z3,6096,part2-1-3-bclt,5870,part2-1-3-z3,51610,part2-2-1-bclt,4904,part2-2-1-z3,5606,part2-2-1-mathsat,4336,part2-2-2-bclt,5328,part2-2-3-bclt,8711,part2-3-1-bclt,4843,part2-3-1-z3,17695,part2-3-1-mathsat,5077,part2-3-2-bclt,6782,,,,,,,,,,,0.257,257,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Madrid_false-termination.c,part1-1-1-bclt,199,part1-1-1-z3,254,part1-1-1-mathsat,203,part1-1-2-bclt,215,part1-1-2-z3,373,part1-1-2-mathsat,208,part1-1-3-bclt,231,part1-1-3-z3,841,part1-1-3-mathsat,238,part1-2-1-bclt,215,part1-2-1-z3,308,part1-2-1-mathsat,216,part1-2-2-bclt,253,part1-2-2-z3,1576,part1-2-2-mathsat,254,part1-2-3-bclt,509,part1-2-3-mathsat,1094,part1-3-1-bclt,222,part1-3-1-z3,523,part1-3-1-mathsat,245,part1-3-2-bclt,422,part1-3-2-z3,30743,part1-3-2-mathsat,375,part1-3-3-bclt,2986,part2-1-1-bclt,4296,part2-1-1-z3,5055,part2-1-1-mathsat,5035,part2-1-3-bclt,5180,part2-1-3-mathsat,13462,part2-2-1-bclt,4670,part2-2-1-z3,4498,part2-2-1-mathsat,4667,part2-2-2-bclt,5708,part2-2-2-z3,16902,part2-2-2-mathsat,8455,part2-3-1-bclt,5324,part2-3-1-z3,5230,part2-3-1-mathsat,5461,part2-3-3-bclt,11117,,,,,,,0.199,199,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Marbie1.c,part1-1-1-z3,426,part1-1-1-mathsat,361,part1-1-2-z3,690,part1-1-2-mathsat,180,part1-1-3-z3,702,part1-1-3-mathsat,286,part1-2-1-z3,879,part1-2-1-mathsat,230,part1-2-2-z3,25067,part1-2-2-mathsat,578,part1-2-3-mathsat,4051,part1-3-1-z3,5465,part1-3-1-mathsat,352,part1-3-2-mathsat,4604,part2-1-1-bclt,6062,part2-1-1-z3,6052,part2-1-1-mathsat,6220,part2-1-2-z3,7808,part2-1-3-bclt,6079,part2-1-3-z3,21000,part2-2-1-bclt,5016,part2-2-1-z3,5614,part2-2-1-mathsat,5716,part2-2-2-bclt,28935,part2-2-2-z3,17775,part2-3-1-bclt,6239,part2-3-1-z3,6625,part2-3-1-mathsat,5286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,180,part1-1-2-mathsat,linear,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Marbie2.c,part1-1-1-bclt,227,part1-1-1-z3,258,part1-1-1-mathsat,213,part1-1-2-bclt,227,part1-1-2-z3,350,part1-1-2-mathsat,218,part1-1-3-bclt,254,part1-1-3-z3,739,part1-1-3-mathsat,297,part1-2-1-bclt,211,part1-2-1-z3,517,part1-2-1-mathsat,232,part1-2-2-bclt,275,part1-2-2-z3,4732,part1-2-2-mathsat,352,part1-2-3-bclt,828,part1-2-3-mathsat,1148,part1-3-1-bclt,305,part1-3-1-z3,9276,part1-3-1-mathsat,372,part1-3-2-bclt,403,part1-3-2-mathsat,945,part1-3-3-bclt,4574,part2-1-1-z3,4383,part2-1-1-mathsat,4815,part2-2-1-bclt,4803,part2-2-1-z3,4741,part2-2-1-mathsat,4449,part2-2-2-z3,6562,part2-3-1-bclt,5107,part2-3-1-z3,5546,part2-3-1-mathsat,4877,,,,,,,,,,,,,,,,,,,,,0.211,211,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Middle.c,part1-1-1-bclt,223,part1-1-1-z3,324,part1-1-1-mathsat,241,part1-1-2-bclt,277,part1-1-2-z3,686,part1-1-2-mathsat,258,part1-1-3-bclt,497,part1-1-3-z3,8455,part1-1-3-mathsat,398,part1-2-1-bclt,225,part1-2-1-z3,925,part1-2-1-mathsat,367,part1-2-2-bclt,619,part1-2-2-mathsat,1711,part1-2-3-bclt,9771,part1-3-1-bclt,344,part1-3-1-z3,16423,part1-3-1-mathsat,6280,part1-3-2-bclt,3276,part2-1-1-bclt,6122,part2-1-1-z3,5641,part2-1-1-mathsat,5928,part2-1-2-bclt,6134,part2-1-2-z3,16607,part2-1-3-bclt,8206,part2-2-1-bclt,6457,part2-2-1-z3,8044,part2-2-1-mathsat,7037,part2-2-2-bclt,7620,part2-2-3-bclt,16850,part2-3-1-bclt,7187,part2-3-1-z3,18978,part2-3-1-mathsat,8059,part2-3-2-bclt,12854,,,,,,,,,,,,,,,,,0.223,223,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
MirrorInterv.c,part1-2-2-mathsat,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.777,1777,part1-2-2-mathsat,linear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
MirrorIntervSim.c,part1-2-1-mathsat,424,part1-2-2-mathsat,1125,part1-3-1-bclt,2266,part1-3-1-mathsat,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,424,part1-2-1-mathsat,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Mysore_false-termination.c,part1-2-1-bclt,312,part1-2-1-z3,3426,part1-2-1-mathsat,1935,part1-2-2-bclt,419,part1-2-2-mathsat,1715,part1-2-3-bclt,4264,part1-3-1-bclt,297,part1-3-1-z3,17407,part1-3-1-mathsat,4277,part1-3-2-bclt,854,part1-3-3-bclt,37825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297,297,part1-3-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
NarrowKonv.c,part1-2-1-bclt,813,part1-2-1-mathsat,2731,part1-3-1-bclt,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.813,813,part1-2-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NO_00.c,part1-1-1-bclt,205,part1-1-1-z3,402,part1-1-1-mathsat,202,part1-1-2-bclt,193,part1-1-2-z3,7733,part1-1-2-mathsat,214,part1-1-3-bclt,240,part1-1-3-z3,58544,part1-1-3-mathsat,266,part1-2-1-bclt,223,part1-2-1-z3,5262,part1-2-1-mathsat,214,part1-2-2-bclt,255,part1-2-2-mathsat,259,part1-2-3-bclt,471,part1-2-3-mathsat,542,part1-3-1-bclt,267,part1-3-1-z3,10387,part1-3-1-mathsat,236,part1-3-2-bclt,292,part1-3-2-mathsat,348,part1-3-3-bclt,3513,part2-1-1-bclt,5056,part2-1-1-z3,4886,part2-1-1-mathsat,4814,part2-1-2-bclt,5575,part2-1-2-z3,6982,part2-1-3-bclt,6491,part2-2-1-bclt,6258,part2-2-1-z3,11214,part2-2-1-mathsat,6003,part2-2-2-bclt,5754,part2-2-2-mathsat,7893,part2-2-3-bclt,8223,part2-3-1-bclt,6139,part2-3-1-mathsat,5141,part2-3-2-bclt,5110,part2-3-3-bclt,12954,,,,,,,,,0.193,193,part1-1-2-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_01.c,part1-1-1-bclt,361,part1-1-1-mathsat,333,part1-1-2-bclt,421,part1-1-2-mathsat,931,part1-1-3-bclt,900,part1-1-3-mathsat,1926,part1-2-1-bclt,441,part1-2-1-mathsat,622,part1-2-2-bclt,1433,part1-2-2-mathsat,13546,part1-2-3-bclt,45014,part1-3-1-bclt,591,part1-3-1-mathsat,2719,part1-3-2-bclt,7550,part2-1-1-bclt,5030,part2-1-1-mathsat,5313,part2-1-2-bclt,6328,part2-1-3-bclt,10047,part2-2-1-bclt,5831,part2-2-1-mathsat,6630,part2-2-2-bclt,8309,part2-3-1-bclt,6742,part2-3-1-mathsat,9455,part2-3-2-bclt,23232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,333,part1-1-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NO_02.c,part1-1-1-bclt,211,part1-1-1-z3,973,part1-1-1-mathsat,294,part1-1-2-bclt,278,part1-1-2-mathsat,409,part1-1-3-bclt,488,part1-1-3-mathsat,1046,part1-2-1-bclt,368,part1-2-1-z3,37632,part1-2-1-mathsat,3739,part1-2-2-bclt,786,part1-2-2-mathsat,5835,part1-2-3-bclt,8615,part1-3-1-bclt,300,part1-3-1-mathsat,11905,part1-3-2-bclt,3431,part2-1-1-bclt,6924,part2-1-1-z3,7798,part2-1-1-mathsat,4510,part2-1-2-z3,11043,part2-1-3-bclt,6717,part2-2-1-bclt,4538,part2-2-1-mathsat,5511,part2-2-2-bclt,6437,part2-3-1-bclt,6119,part2-3-1-mathsat,5846,part2-3-2-bclt,7947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,211,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_03.c,part1-1-1-bclt,287,part1-1-1-z3,909,part1-1-1-mathsat,278,part1-1-2-bclt,352,part1-1-2-mathsat,336,part1-1-3-bclt,572,part1-1-3-mathsat,947,part1-2-1-bclt,471,part1-2-1-mathsat,652,part1-2-2-bclt,727,part1-2-2-mathsat,1513,part1-2-3-bclt,15278,part1-3-1-bclt,374,part1-3-1-mathsat,3324,part1-3-2-bclt,5367,part2-1-1-bclt,6150,part2-1-1-z3,9742,part2-1-1-mathsat,5766,part2-1-2-bclt,5636,part2-1-3-bclt,6054,part2-2-1-bclt,5565,part2-2-1-z3,51670,part2-2-1-mathsat,5863,part2-2-2-bclt,6287,part2-2-3-bclt,20871,part2-3-1-bclt,5190,part2-3-1-mathsat,4939,part2-3-2-bclt,8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,278,part1-1-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_04.c,part2-1-1-bclt,6320,part2-1-2-bclt,15865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32,6320,part2-1-1-bclt,linear,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NO_10.c,part1-1-1-bclt,345,part1-1-1-z3,455,part1-1-1-mathsat,197,part1-1-2-bclt,232,part1-1-2-z3,1938,part1-1-2-mathsat,220,part1-1-3-bclt,266,part1-1-3-mathsat,282,part1-2-1-bclt,246,part1-2-1-z3,8198,part1-2-1-mathsat,177,part1-2-2-bclt,309,part1-2-2-mathsat,487,part1-2-3-bclt,1746,part1-2-3-mathsat,3238,part1-3-1-bclt,327,part1-3-1-mathsat,336,part1-3-2-bclt,717,part1-3-3-bclt,28792,part2-1-1-bclt,4799,part2-1-1-z3,5838,part2-1-1-mathsat,5117,part2-2-1-bclt,6295,part2-2-1-z3,24971,part2-2-1-mathsat,5902,part2-2-2-bclt,6709,part2-2-3-bclt,12232,part2-3-1-bclt,6125,part2-3-1-mathsat,5262,part2-3-2-bclt,6633,,,,,,,,,,,,,,,,,,,,,,,,,0.177,177,part1-2-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_12.c,part1-1-1-bclt,221,part1-1-1-z3,313,part1-1-1-mathsat,218,part1-1-2-bclt,242,part1-1-2-z3,534,part1-1-2-mathsat,242,part1-1-3-bclt,319,part1-1-3-z3,7054,part1-1-3-mathsat,447,part1-2-1-bclt,325,part1-2-1-z3,863,part1-2-1-mathsat,260,part1-2-2-bclt,510,part1-2-2-mathsat,7902,part1-2-3-bclt,7697,part1-3-1-bclt,331,part1-3-1-z3,3765,part1-3-1-mathsat,425,part1-3-2-bclt,3266,part1-3-2-mathsat,38103,part2-1-1-z3,5856,part2-1-1-mathsat,5851,part2-1-2-bclt,7402,part2-1-2-mathsat,12272,part2-2-1-bclt,5333,part2-2-1-z3,6976,part2-2-1-mathsat,5784,part2-2-2-bclt,6451,part2-2-3-bclt,20373,part2-3-1-bclt,5474,part2-3-1-z3,17711,part2-3-1-mathsat,5652,part2-3-2-bclt,9610,,,,,,,,,,,,,,,,,,,0.218,218,part1-1-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_13.c,part1-2-1-mathsat,276,part1-2-2-mathsat,1289,part1-3-1-mathsat,332,part2-1-1-mathsat,5016,part2-2-1-mathsat,6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.276,276,part1-2-1-mathsat,linear,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
